Date,Year,Avg_Price,Total_Volume,Small_4046,Medium_4225,Large_4770,Other_PLU,Total_Bags,Small_Bags,Medium_Bags,Large_Bags,Type,Region
2016-03-13,2016,1.23,6651,270,2965,246,3170,3171,1383,1788,0,organic,RichmondNorfolk
2016-03-06,2016,1.54,4091,241,2555,210,1085,1087,1080,7,0,organic,RichmondNorfolk
2016-02-28,2016,1.41,4791,174,2678,175,1764,1765,1441,324,0,organic,RichmondNorfolk
2016-02-21,2016,1.48,3525,141,1962,223,1199,1198,998,200,0,organic,RichmondNorfolk
2016-02-14,2016,1.29,5510,178,2574,212,2546,2546,1289,1257,0,organic,RichmondNorfolk
2016-02-07,2016,1.34,4906,133,2540,284,1949,1949,1046,903,0,organic,RichmondNorfolk
2016-01-31,2016,1.35,5521,170,2962,284,2105,2104,792,1312,0,organic,RichmondNorfolk
2016-01-24,2016,1.45,5065,114,2524,192,2235,2233,1789,444,0,organic,RichmondNorfolk
2016-01-17,2016,1.4,4173,70,2274,254,1575,1576,1034,542,0,organic,RichmondNorfolk
2016-01-10,2016,1.35,6425,127,2778,279,3241,3241,1467,1774,0,organic,RichmondNorfolk
2016-01-03,2016,1.45,5095,111,2315,327,2342,2341,1223,1118,0,organic,RichmondNorfolk
2016-12-25,2016,1.68,3911,180,2219,0,1512,1513,1476,37,0,organic,Roanoke
2016-12-18,2016,1.5,4815,182,2715,0,1918,1918,1625,293,0,organic,Roanoke
2016-12-11,2016,1.39,6117,87,2532,0,3498,3497,1789,1708,0,organic,Roanoke
2016-12-04,2016,1.16,7013,71,2426,0,4516,4517,837,3680,0,organic,Roanoke
2016-11-27,2016,1.1,6188,18,1878,0,4292,4292,1075,3217,0,organic,Roanoke
2016-11-20,2016,0.98,9216,76,2398,0,6742,6741,1186,5555,0,organic,Roanoke
2016-11-13,2016,1.17,9500,65,2933,0,6502,6501,1297,5204,0,organic,Roanoke
2016-11-06,2016,0.96,13847,55,3558,0,10234,10234,2180,8054,0,organic,Roanoke
2016-10-30,2016,1.77,6336,52,4204,0,2080,2080,1422,658,0,organic,Roanoke
2016-10-23,2016,0.97,12376,89,3436,0,8851,8851,1475,7376,0,organic,Roanoke
2016-10-16,2016,1.15,8323,52,3016,0,5255,5255,1582,3673,0,organic,Roanoke
2016-10-09,2016,1.02,12751,51,3881,0,8819,8819,2236,6583,0,organic,Roanoke
2016-10-02,2016,1.69,5792,60,3549,0,2183,2183,1603,580,0,organic,Roanoke
2016-09-25,2016,1.34,10226,51,3433,0,6742,6742,2183,4559,0,organic,Roanoke
2016-09-18,2016,1.52,8240,58,3901,0,4281,4280,1893,2387,0,organic,Roanoke
2016-09-11,2016,1.08,12126,101,3899,0,8126,8127,1659,6468,0,organic,Roanoke
2016-09-04,2016,1.15,11844,98,3796,0,7950,7950,1605,6345,0,organic,Roanoke
2016-08-28,2016,1.05,11055,66,3677,0,7312,7311,1541,5770,0,organic,Roanoke
2016-08-21,2016,1.41,9794,78,3840,0,5876,5876,1490,4386,0,organic,Roanoke
2016-08-14,2016,1.26,9274,100,3812,0,5362,5362,1314,4048,0,organic,Roanoke
2016-08-07,2016,1.19,11491,109,3846,0,7536,7536,1417,6119,0,organic,Roanoke
2016-07-31,2016,1.2,8672,222,3754,0,4696,4695,1544,3151,0,organic,Roanoke
2016-07-24,2016,1.51,7005,150,4086,0,2769,2770,1331,1439,0,organic,Roanoke
2016-07-17,2016,1.49,7945,127,4065,0,3753,3753,1521,2232,0,organic,Roanoke
2016-07-10,2016,1.33,9499,119,5340,0,4040,4041,1341,2700,0,organic,Roanoke
2016-07-03,2016,1.52,7064,119,4615,0,2330,2330,950,1380,0,organic,Roanoke
2016-06-26,2016,1.19,9043,73,3825,0,5145,5145,1194,3951,0,organic,Roanoke
2016-06-19,2016,1.18,9331,157,4050,0,5124,5125,1224,3901,0,organic,Roanoke
2016-06-12,2016,1.21,10824,77,4286,0,6461,6460,1063,5397,0,organic,Roanoke
2016-06-05,2016,0.89,11778,113,3495,0,8170,8171,1052,7119,0,organic,Roanoke
2016-05-29,2016,0.96,9934,173,4015,0,5746,5746,1341,4405,0,organic,Roanoke
2016-05-22,2016,0.79,12267,223,3751,0,8293,8293,1446,6847,0,organic,Roanoke
2016-05-15,2016,1.35,6898,83,4761,0,2054,2053,1488,565,0,organic,Roanoke
2016-05-08,2016,1.36,7229,68,4191,0,2970,2970,1395,1575,0,organic,Roanoke
2016-05-01,2016,1.35,6667,159,3652,0,2856,2856,2043,813,0,organic,Roanoke
2016-04-24,2016,1.4,6973,132,3782,0,3059,3059,1995,1064,0,organic,Roanoke
2016-04-17,2016,1.06,8815,127,3595,0,5093,5093,1717,3376,0,organic,Roanoke
2016-04-10,2016,0.81,14080,101,4238,0,9741,9742,5962,3780,0,organic,Roanoke
2016-04-03,2016,1.31,6829,111,3217,0,3501,3500,1129,2371,0,organic,Roanoke
2016-03-27,2016,0.99,9950,154,3073,0,6723,6722,1330,5392,0,organic,Roanoke
2016-03-20,2016,0.94,9085,234,2971,0,5880,5880,1032,4848,0,organic,Roanoke
2016-03-13,2016,1.22,7169,103,3613,0,3453,3454,918,2536,0,organic,Roanoke
2016-03-06,2016,1.55,3800,78,3157,0,565,566,558,8,0,organic,Roanoke
2016-02-28,2016,1.29,4884,102,3439,0,1343,1343,759,584,0,organic,Roanoke
2016-02-21,2016,1.38,4281,111,3061,0,1109,1109,638,471,0,organic,Roanoke
2016-02-14,2016,1.21,6559,107,2986,0,3466,3466,755,2711,0,organic,Roanoke
2016-02-07,2016,1.29,5898,80,3366,0,2452,2451,657,1794,0,organic,Roanoke
2016-01-31,2016,1.33,6019,98,3347,0,2574,2573,794,1779,0,organic,Roanoke
2016-01-24,2016,1.55,4775,98,2997,0,1680,1679,849,830,0,organic,Roanoke
2016-01-17,2016,1.37,4510,130,2593,0,1787,1786,622,1164,0,organic,Roanoke
2016-01-10,2016,1.28,6018,89,2638,0,3291,3291,802,2489,0,organic,Roanoke
2016-01-03,2016,1.24,5024,81,2304,0,2639,2639,476,2163,0,organic,Roanoke
2016-12-25,2016,2.41,4568,1450,2868,3,247,248,248,0,0,organic,Sacramento
2016-12-18,2016,2.36,3769,1377,2178,0,214,215,215,0,0,organic,Sacramento
2016-12-11,2016,2.46,3875,1284,2306,0,285,286,286,0,0,organic,Sacramento
2016-12-04,2016,2.52,4385,1688,2235,0,462,462,462,0,0,organic,Sacramento
2016-11-27,2016,2.61,4144,1532,2162,3,447,448,433,15,0,organic,Sacramento
2016-11-20,2016,2.54,5414,1621,2602,3,1188,1187,1128,59,0,organic,Sacramento
2016-11-13,2016,2.65,6026,1982,3037,0,1007,1008,999,9,0,organic,Sacramento
2016-11-06,2016,2.82,5372,1770,3106,0,496,497,494,3,0,organic,Sacramento
2016-10-30,2016,2.44,5677,1550,3616,0,511,510,510,0,0,organic,Sacramento
2016-10-23,2016,2.23,5525,1044,3808,5,668,668,668,0,0,organic,Sacramento
2016-10-16,2016,2.13,4316,1300,2583,0,433,433,433,0,0,organic,Sacramento
2016-10-09,2016,2.39,5635,1179,4136,0,320,320,320,0,0,organic,Sacramento
2016-10-02,2016,2.33,6409,1400,4712,8,289,289,269,20,0,organic,Sacramento
2016-09-25,2016,2.18,6759,1733,4759,9,258,258,251,7,0,organic,Sacramento
2016-09-18,2016,2.17,7096,1675,5064,3,354,354,344,10,0,organic,Sacramento
2016-09-11,2016,2.19,7223,1513,5358,4,348,348,345,3,0,organic,Sacramento
2016-09-04,2016,2.19,6914,1312,5222,0,380,380,380,0,0,organic,Sacramento
2016-08-28,2016,2.23,6919,1197,5359,3,360,360,360,0,0,organic,Sacramento
2016-08-21,2016,2.19,6172,1456,4408,0,308,308,308,0,0,organic,Sacramento
2016-08-14,2016,1.96,7490,1651,5562,0,277,277,277,0,0,organic,Sacramento
2016-08-07,2016,2.2,7923,1616,5967,0,340,340,317,23,0,organic,Sacramento
2016-07-31,2016,2.19,7427,1534,5582,3,308,308,308,0,0,organic,Sacramento
2016-07-24,2016,2.15,7349,1607,5412,3,327,326,326,0,0,organic,Sacramento
2016-07-17,2016,2.14,7715,1597,5808,0,310,311,311,0,0,organic,Sacramento
2016-07-10,2016,2.13,8347,1785,6221,0,341,342,342,0,0,organic,Sacramento
2016-07-03,2016,2.13,9057,1932,6762,0,363,364,364,0,0,organic,Sacramento
2016-06-26,2016,1.79,9618,2538,6488,0,592,591,591,0,0,organic,Sacramento
2016-06-19,2016,2.13,7417,1496,5680,0,241,242,242,0,0,organic,Sacramento
2016-06-12,2016,2.11,7609,1478,5967,0,164,164,164,0,0,organic,Sacramento
2016-06-05,2016,2.08,8124,1424,6372,0,328,328,328,0,0,organic,Sacramento
2016-05-29,2016,1.99,9334,1748,7197,0,389,388,388,0,0,organic,Sacramento
2016-05-22,2016,2.01,8439,1745,6492,0,202,202,202,0,0,organic,Sacramento
2016-05-15,2016,1.72,11674,3733,7341,0,600,600,600,0,0,organic,Sacramento
2016-05-08,2016,1.4,12962,1852,10972,0,138,139,139,0,0,organic,Sacramento
2016-05-01,2016,1.41,13057,1778,10850,0,429,429,429,0,0,organic,Sacramento
2016-04-24,2016,2.01,8841,1726,6795,0,320,319,319,0,0,organic,Sacramento
2016-04-17,2016,1.95,8478,1586,6479,0,413,413,413,0,0,organic,Sacramento
2016-04-10,2016,2.05,7871,1570,5977,0,324,324,324,0,0,organic,Sacramento
2016-04-03,2016,2.03,8108,1318,6587,0,203,203,203,0,0,organic,Sacramento
2016-03-27,2016,2.07,7588,1210,6043,0,335,334,331,3,0,organic,Sacramento
2016-03-20,2016,1.96,7689,1124,6330,0,235,234,234,0,0,organic,Sacramento
2016-03-13,2016,2.04,7403,1313,5919,0,171,171,171,0,0,organic,Sacramento
2016-03-06,2016,1.88,9728,1979,7072,0,677,677,677,0,0,organic,Sacramento
2016-02-28,2016,2.01,7998,1156,6505,0,337,337,334,3,0,organic,Sacramento
2016-02-21,2016,2.04,6818,1001,5573,0,244,244,241,3,0,organic,Sacramento
2016-02-14,2016,1.98,7588,1014,6423,0,151,151,148,3,0,organic,Sacramento
2016-02-07,2016,1.72,8362,1176,6909,0,277,277,277,0,0,organic,Sacramento
2016-01-31,2016,1.73,9768,1966,7082,0,720,720,720,0,0,organic,Sacramento
2016-01-24,2016,1.73,7362,1131,5940,0,291,292,292,0,0,organic,Sacramento
2016-01-17,2016,1.72,6881,1154,5594,0,133,133,133,0,0,organic,Sacramento
2016-01-10,2016,1.68,6930,1251,5380,0,299,299,299,0,0,organic,Sacramento
2016-01-03,2016,1.68,7911,1318,6362,0,231,232,232,0,0,organic,Sacramento
2016-12-25,2016,1.43,12023,715,7538,0,3770,3770,540,3230,0,organic,SanDiego
2016-12-18,2016,1.63,12212,829,9348,52,1983,1982,403,1579,0,organic,SanDiego
2016-12-11,2016,1.49,14514,1070,9925,5,3514,3514,527,2987,0,organic,SanDiego
2016-12-04,2016,2.06,9419,1465,6546,0,1408,1408,540,868,0,organic,SanDiego
2016-11-27,2016,2.12,10272,865,7228,0,2179,2178,380,1798,0,organic,SanDiego
2016-11-20,2016,2.22,8536,748,6107,0,1681,1681,720,961,0,organic,SanDiego
2016-11-13,2016,2.1,10262,914,6460,0,2888,2887,830,2057,0,organic,SanDiego
2016-11-06,2016,2.51,11300,1169,7700,0,2431,2431,498,1933,0,organic,SanDiego
2016-10-30,2016,2.74,8934,1854,6534,0,546,546,546,0,0,organic,SanDiego
2016-10-23,2016,2.73,8534,653,6987,0,894,893,893,0,0,organic,SanDiego
2016-10-16,2016,2.28,11257,1074,9006,0,1177,1177,1177,0,0,organic,SanDiego
2016-10-09,2016,2.22,10500,908,7918,0,1674,1673,1673,0,0,organic,SanDiego
2016-10-02,2016,1.99,12216,981,7577,0,3658,3659,3659,0,0,organic,SanDiego
2016-09-25,2016,2.35,9831,734,8359,0,738,738,738,0,0,organic,SanDiego
2016-09-18,2016,2.15,10274,1290,8196,0,788,789,756,33,0,organic,SanDiego
2016-09-11,2016,1.59,18423,2501,13057,0,2865,2865,1950,915,0,organic,SanDiego
2016-09-04,2016,1.79,15731,2161,8452,0,5118,5117,4219,898,0,organic,SanDiego
2016-08-28,2016,1.89,14359,2606,8259,0,3494,3494,3283,211,0,organic,SanDiego
2016-08-21,2016,1.92,12240,3470,6775,0,1995,1995,1757,238,0,organic,SanDiego
2016-08-14,2016,1.91,15585,3489,8753,5,3338,3337,512,2825,0,organic,SanDiego
2016-08-07,2016,1.48,20144,1972,7907,0,10265,10264,524,9740,0,organic,SanDiego
2016-07-31,2016,1.97,13275,1817,9172,7,2279,2280,657,1623,0,organic,SanDiego
2016-07-24,2016,1.69,17193,2125,9590,3,5475,5475,2203,3272,0,organic,SanDiego
2016-07-17,2016,1.91,14865,1579,10304,0,2982,2982,2982,0,0,organic,SanDiego
2016-07-10,2016,1.43,20998,2752,8318,0,9928,9928,9928,0,0,organic,SanDiego
2016-07-03,2016,1.49,21506,1895,11973,0,7638,7639,7635,4,0,organic,SanDiego
2016-06-26,2016,1.52,20210,3159,11339,0,5712,5713,5691,22,0,organic,SanDiego
2016-06-19,2016,1.46,20841,2115,11018,5,7703,7703,7696,7,0,organic,SanDiego
2016-06-12,2016,1.45,18898,2864,11758,3,4273,4274,4270,4,0,organic,SanDiego
2016-06-05,2016,1.52,17432,3340,8893,0,5199,5198,5023,175,0,organic,SanDiego
2016-05-29,2016,1.44,18844,2154,9999,0,6691,6690,6601,89,0,organic,SanDiego
2016-05-22,2016,1.15,21362,2091,10494,5,8772,8771,8771,0,0,organic,SanDiego
2016-05-15,2016,1.53,16392,2107,9618,0,4667,4667,4667,0,0,organic,SanDiego
2016-05-08,2016,1.37,22752,1313,11596,0,9843,9842,9788,54,0,organic,SanDiego
2016-05-01,2016,1.37,17211,1185,9050,0,6976,6976,6870,106,0,organic,SanDiego
2016-04-24,2016,1.22,19361,1677,9130,3,8551,8550,8543,7,0,organic,SanDiego
2016-04-17,2016,1.29,16159,1368,8462,6,6323,6322,6287,35,0,organic,SanDiego
2016-04-10,2016,1.23,19988,1575,9821,0,8592,8592,6862,1730,0,organic,SanDiego
2016-04-03,2016,1.25,21630,1640,13036,0,6954,6953,3636,3317,0,organic,SanDiego
2016-03-27,2016,1.35,16903,1330,9843,5,5725,5726,1290,4436,0,organic,SanDiego
2016-03-20,2016,1.4,14926,1809,8607,3,4507,4506,2285,2221,0,organic,SanDiego
2016-03-13,2016,1.38,20837,1822,12903,0,6112,6112,1609,4503,0,organic,SanDiego
2016-03-06,2016,1.21,18148,1837,8500,0,7811,7811,7772,39,0,organic,SanDiego
2016-02-28,2016,1.12,24693,1621,10120,0,12952,12953,12878,75,0,organic,SanDiego
2016-02-21,2016,1.25,16904,1307,8404,5,7188,7189,6475,714,0,organic,SanDiego
2016-02-14,2016,1.42,14114,667,9489,8,3950,3950,670,3280,0,organic,SanDiego
2016-02-07,2016,1.32,13419,884,7163,13,5359,5360,311,5049,0,organic,SanDiego
2016-01-31,2016,1.4,11694,1123,7131,13,3427,3427,444,2983,0,organic,SanDiego
2016-01-24,2016,1.31,15316,1368,8300,0,5648,5648,757,4891,0,organic,SanDiego
2016-01-17,2016,1.46,12119,1919,5839,0,4361,4359,710,3649,0,organic,SanDiego
2016-01-10,2016,1.32,12435,1415,5266,0,5754,5755,516,5239,0,organic,SanDiego
2016-01-03,2016,1.41,10976,1992,5916,0,3068,3068,615,2453,0,organic,SanDiego
2016-12-25,2016,2.56,16169,5599,8335,0,2235,2235,2235,0,0,organic,SanFrancisco
2016-12-18,2016,2.57,14538,4731,7497,0,2310,2309,2309,0,0,organic,SanFrancisco
2016-12-11,2016,2.67,16323,5669,7628,0,3026,3026,3026,0,0,organic,SanFrancisco
2016-12-04,2016,2.67,17934,7264,7440,0,3230,3230,3217,13,0,organic,SanFrancisco
2016-11-27,2016,2.88,17865,7103,8384,0,2378,2378,2293,85,0,organic,SanFrancisco
2016-11-20,2016,2.94,17436,5927,7823,0,3686,3686,3620,66,0,organic,SanFrancisco
2016-11-13,2016,2.99,18930,6205,9341,0,3384,3385,3338,47,0,organic,SanFrancisco
2016-11-06,2016,3.12,19044,5898,10039,0,3107,3106,3079,27,0,organic,SanFrancisco
2016-10-30,2016,3.25,16701,2326,11143,0,3232,3232,3232,0,0,organic,SanFrancisco
2016-10-23,2016,2.93,11252,523,7912,0,2817,2818,2818,0,0,organic,SanFrancisco
2016-10-16,2016,2.34,9048,696,5317,0,3035,3035,3035,0,0,organic,SanFrancisco
2016-10-09,2016,2.72,20761,1173,16843,0,2745,2745,2717,28,0,organic,SanFrancisco
2016-10-02,2016,2.64,22501,916,18643,9,2933,2934,2891,43,0,organic,SanFrancisco
2016-09-25,2016,2.35,21281,1004,17080,0,3197,3196,3173,23,0,organic,SanFrancisco
2016-09-18,2016,2.39,23514,1244,20051,0,2219,2219,2166,53,0,organic,SanFrancisco
2016-09-11,2016,2.37,24473,1085,20414,0,2974,2974,2947,27,0,organic,SanFrancisco
2016-09-04,2016,2.38,24494,809,20861,0,2824,2824,2771,53,0,organic,SanFrancisco
2016-08-28,2016,2.38,24144,880,20543,0,2721,2721,2704,17,0,organic,SanFrancisco
2016-08-21,2016,2.37,20261,1618,16299,0,2344,2343,2303,40,0,organic,SanFrancisco
2016-08-14,2016,2.02,25521,1769,21502,0,2250,2250,2210,40,0,organic,SanFrancisco
2016-08-07,2016,2.33,24605,2254,19463,0,2888,2889,2862,27,0,organic,SanFrancisco
2016-07-31,2016,2.29,23598,1681,20025,1,1891,1890,1877,13,0,organic,SanFrancisco
2016-07-24,2016,2.37,22084,1599,18772,0,1713,1712,1709,3,0,organic,SanFrancisco
2016-07-17,2016,2.3,26284,1394,22261,4,2625,2624,2614,10,0,organic,SanFrancisco
2016-07-10,2016,2.32,29064,1760,25145,0,2159,2159,2149,10,0,organic,SanFrancisco
2016-07-03,2016,2.31,29071,1423,25739,14,1895,1894,1884,10,0,organic,SanFrancisco
2016-06-26,2016,2.21,29536,2214,25311,3,2008,2008,2005,3,0,organic,SanFrancisco
2016-06-19,2016,2.31,26992,1610,23719,0,1663,1662,1659,3,0,organic,SanFrancisco
2016-06-12,2016,2.25,27349,1205,24024,0,2120,2120,2117,3,0,organic,SanFrancisco
2016-06-05,2016,2.3,26851,1445,23217,0,2189,2189,2182,7,0,organic,SanFrancisco
2016-05-29,2016,2.34,28707,1398,25120,0,2189,2189,2186,3,0,organic,SanFrancisco
2016-05-22,2016,2.34,30293,1454,27106,0,1733,1733,1723,10,0,organic,SanFrancisco
2016-05-15,2016,2.27,31309,1846,27742,0,1721,1721,1714,7,0,organic,SanFrancisco
2016-05-08,2016,1.32,51986,1610,48288,0,2088,2087,2087,0,0,organic,SanFrancisco
2016-05-01,2016,1.33,47035,1480,43790,0,1765,1765,1765,0,0,organic,SanFrancisco
2016-04-24,2016,2.21,29694,1507,26093,0,2094,2094,2094,0,0,organic,SanFrancisco
2016-04-17,2016,2.33,25486,1308,22553,0,1625,1624,1624,0,0,organic,SanFrancisco
2016-04-10,2016,2.33,25141,1173,22169,0,1799,1799,1799,0,0,organic,SanFrancisco
2016-04-03,2016,2.3,24055,1124,21364,0,1567,1567,1567,0,0,organic,SanFrancisco
2016-03-27,2016,2.23,25593,1257,22353,0,1983,1984,1984,0,0,organic,SanFrancisco
2016-03-20,2016,2.33,24715,1130,21872,0,1713,1712,1712,0,0,organic,SanFrancisco
2016-03-13,2016,2.27,25230,1353,22132,0,1745,1745,1745,0,0,organic,SanFrancisco
2016-03-06,2016,2.31,24870,1787,22322,0,761,761,761,0,0,organic,SanFrancisco
2016-02-28,2016,2.29,24175,1144,23000,0,31,31,31,0,0,organic,SanFrancisco
2016-02-21,2016,2.38,21257,1146,20051,0,60,60,53,7,0,organic,SanFrancisco
2016-02-14,2016,2.37,21276,1014,20231,0,31,31,31,0,0,organic,SanFrancisco
2016-02-07,2016,1.93,26089,1241,24786,0,62,62,62,0,0,organic,SanFrancisco
2016-01-31,2016,2.3,23631,1638,21869,0,124,124,87,37,0,organic,SanFrancisco
2016-01-24,2016,1.89,24292,1127,22923,0,242,242,127,115,0,organic,SanFrancisco
2016-01-17,2016,1.95,18983,1127,17732,0,124,125,106,19,0,organic,SanFrancisco
2016-01-10,2016,1.93,17568,1184,16067,0,317,317,233,84,0,organic,SanFrancisco
2016-01-03,2016,1.93,18894,1153,17249,0,492,492,383,109,0,organic,SanFrancisco
2016-12-25,2016,0.81,80325,353,15256,3,64713,64712,548,64164,0,organic,Seattle
2016-12-18,2016,1.08,46216,374,10784,1,35057,35057,444,34613,0,organic,Seattle
2016-12-11,2016,1.54,26531,382,8657,1,17491,17490,555,16935,0,organic,Seattle
2016-12-04,2016,1.45,38899,442,10208,16,28233,28233,535,27698,0,organic,Seattle
2016-11-27,2016,1.53,36546,322,9807,26,26391,26391,323,26068,0,organic,Seattle
2016-11-20,2016,1.59,40279,385,10856,4,29034,29034,736,28298,0,organic,Seattle
2016-11-13,2016,2.28,28907,542,18490,42,9833,9833,801,9032,0,organic,Seattle
2016-11-06,2016,1.69,35104,504,10960,42,23598,23598,601,22997,0,organic,Seattle
2016-10-30,2016,2.73,13588,794,11346,24,1424,1425,601,824,0,organic,Seattle
2016-10-23,2016,2.24,15072,794,10958,70,3250,3250,688,2562,0,organic,Seattle
2016-10-16,2016,1.59,33109,835,10707,10,21557,21556,3018,18538,0,organic,Seattle
2016-10-09,2016,1.73,23674,690,9162,0,13822,13823,4319,9504,0,organic,Seattle
2016-10-02,2016,1.45,35307,1498,7937,9,25863,25862,3662,22200,0,organic,Seattle
2016-09-25,2016,1.69,29441,3799,7158,105,18379,18379,4761,13618,0,organic,Seattle
2016-09-18,2016,1.59,35005,5285,5003,259,24458,24457,8769,15688,0,organic,Seattle
2016-09-11,2016,1.39,41228,5096,7772,35,28325,28325,6270,22055,0,organic,Seattle
2016-09-04,2016,2.09,22007,6159,13585,81,2182,2181,664,1517,0,organic,Seattle
2016-08-28,2016,2.24,18872,5596,12638,31,607,607,533,74,0,organic,Seattle
2016-08-21,2016,1.83,30612,5088,14464,56,11004,11004,10937,67,0,organic,Seattle
2016-08-14,2016,2.19,28186,5346,20682,83,2075,2076,1610,466,0,organic,Seattle
2016-08-07,2016,1.81,31465,4369,14320,57,12719,12719,4921,7798,0,organic,Seattle
2016-07-31,2016,1.34,48249,3817,12705,39,31688,31688,2456,29232,0,organic,Seattle
2016-07-24,2016,1.95,28352,2911,18680,77,6684,6683,295,6388,0,organic,Seattle
2016-07-17,2016,2.11,30480,1924,25561,35,2960,2960,363,2597,0,organic,Seattle
2016-07-10,2016,1.8,37406,1365,25563,40,10438,10439,278,10161,0,organic,Seattle
2016-07-03,2016,1.65,45010,1082,27565,57,16306,16307,343,15964,0,organic,Seattle
2016-06-26,2016,1.74,41166,813,32449,69,7835,7834,196,7638,0,organic,Seattle
2016-06-19,2016,1.75,40880,1015,38692,36,1137,1137,333,804,0,organic,Seattle
2016-06-12,2016,1.87,30959,655,26109,52,4143,4143,359,3784,0,organic,Seattle
2016-06-05,2016,1.76,40949,626,39557,21,745,745,273,472,0,organic,Seattle
2016-05-29,2016,1.62,39723,625,30792,28,8278,8278,478,7800,0,organic,Seattle
2016-05-22,2016,1.55,53707,632,36746,19,16310,16311,263,16048,0,organic,Seattle
2016-05-15,2016,1.71,42825,740,32469,22,9594,9594,233,9361,0,organic,Seattle
2016-05-08,2016,1.2,54996,637,24402,32,29925,29925,292,29633,0,organic,Seattle
2016-05-01,2016,1.25,54382,491,27881,167,25843,25844,281,25563,0,organic,Seattle
2016-04-24,2016,1.31,63399,667,41604,12,21116,21116,436,20680,0,organic,Seattle
2016-04-17,2016,1.51,36397,573,18659,20,17145,17145,368,16777,0,organic,Seattle
2016-04-10,2016,0.89,112486,608,27403,10,84465,84464,5361,79103,0,organic,Seattle
2016-04-03,2016,1.27,49342,615,24201,51,24475,24475,968,23507,0,organic,Seattle
2016-03-27,2016,1.55,36607,455,20878,5,15269,15269,444,14825,0,organic,Seattle
2016-03-20,2016,0.98,87462,474,24602,55,62331,62331,7575,54756,0,organic,Seattle
2016-03-13,2016,1.18,51452,409,15024,42,35977,35977,10152,25825,0,organic,Seattle
2016-03-06,2016,1.22,39782,584,17846,14,21338,21337,521,20816,0,organic,Seattle
2016-02-28,2016,1.46,37728,800,26051,45,10832,10832,2036,8796,0,organic,Seattle
2016-02-21,2016,1.41,29591,362,14316,34,14879,14878,1207,13671,0,organic,Seattle
2016-02-14,2016,0.98,71534,456,20259,41,50778,50778,1904,48874,0,organic,Seattle
2016-02-07,2016,1.26,33199,558,13293,29,19319,19319,7549,11770,0,organic,Seattle
2016-01-31,2016,1.36,33959,435,14515,7,19002,19003,4026,14977,0,organic,Seattle
2016-01-24,2016,1.47,26517,681,11791,64,13981,13980,244,13736,0,organic,Seattle
2016-01-17,2016,1.26,42108,561,15955,7,25585,25586,163,25423,0,organic,Seattle
2016-01-10,2016,1.29,37193,649,16548,7,19989,19990,49,19941,0,organic,Seattle
2016-01-03,2016,1.58,24768,577,12634,12,11545,11545,15,11530,0,organic,Seattle
2016-12-25,2016,1.59,6492,294,2329,197,3672,3672,2798,874,0,organic,SouthCarolina
2016-12-18,2016,1.5,7408,281,2149,220,4758,4760,3482,1278,0,organic,SouthCarolina
2016-12-11,2016,1.49,7689,345,2114,169,5061,5061,3097,1964,0,organic,SouthCarolina
2016-12-04,2016,1.69,7030,220,2204,147,4459,4459,2942,1517,0,organic,SouthCarolina
2016-11-27,2016,1.77,7064,317,2282,185,4280,4280,3087,1193,0,organic,SouthCarolina
2016-11-20,2016,1.7,10629,354,2490,290,7495,7495,5564,1931,0,organic,SouthCarolina
2016-11-13,2016,1.73,10613,403,2600,304,7306,7307,5617,1690,0,organic,SouthCarolina
2016-11-06,2016,1.67,10650,406,2901,362,6981,6982,4929,2053,0,organic,SouthCarolina
2016-10-30,2016,1.73,8601,393,3718,417,4073,4072,2907,1165,0,organic,SouthCarolina
2016-10-23,2016,1.4,11387,429,3328,277,7353,7353,3789,3564,0,organic,SouthCarolina
2016-10-16,2016,1.55,9365,500,3551,292,5022,5023,2934,2089,0,organic,SouthCarolina
